episode,steps,score,success,killed_by_sam,crashed,min_tf,in_radar_steps,range2d_last_m,progress_mean
0,350,-501.5768207145152,0,0,1,1.3252972674417989,350,31582.862260891587,0.013568379938600179
1,309,-493.02235193440833,0,0,1,2.0869308126498214,309,26967.122229455163,0.011395145877945843
2,298,-506.49129032183833,0,1,0,0.9989823806303693,298,27765.49871652834,0.011374037507843018
3,390,-492.9848441784479,0,0,1,1.8719352955609243,390,29210.2060730128,0.01343268606290357
4,415,-502.97024062678094,0,1,0,0.9992836574575173,415,26966.71686459441,0.014383880314194885
5,408,-501.6475804456643,0,1,0,0.9987009404997845,408,26291.73960866279,0.014776179185412509
6,995,-532.9179183261042,0,0,1,1.5450016168697136,938,26839.38435700549,0.006794889666793322
7,827,-512.3790561977142,0,0,1,1.786336036916979,747,28473.75613861903,0.010652865532548248
8,1034,-484.3587579691494,0,1,0,0.9989620345646225,792,25254.71109320852,0.012877276378047918
9,550,-478.9232461970469,0,0,1,2.50151179253384,269,31576.021177665934,0.012772899740288201
10,506,-508.10819605257785,0,0,1,1.0001786164605873,506,31193.31937292274,0.011581688101243964
11,513,-484.9091219859443,0,0,1,2.843172946727185,263,31846.444038009522,0.011586133593978656
12,537,-482.50311194322643,0,0,1,2.3688188060199957,330,30355.13965499991,0.01205031778558871
13,549,-525.3214775269664,0,0,1,1.1284924150304767,549,30740.03347543175,0.009876894909442987
14,676,-496.08538412609045,0,0,1,1.2004782973885086,619,23950.062975218363,0.013671216460700537
15,757,-525.7187769232081,0,0,1,1.2545790152269558,757,25146.016633316794,0.0073901630887800275
16,562,-506.8490860878243,0,1,0,0.9993116079353233,562,26606.51064838715,0.010958794887815327
17,3999,-22.662098985311776,0,0,0,2.041304104900508,2628,19327.391290825122,0.00439708927685728
18,1259,-555.5041880271942,0,0,1,2.174653600334741,1259,35974.75024269045,-0.0018316478341224149
19,1704,-549.4796397390431,0,0,1,3.027857259134348,1495,37136.047198178334,-0.0009663413837760864
20,293,-503.2730580786596,0,0,1,3.045163188061717,293,31793.99635434208,0.0020410953074036656
21,770,-514.489631299129,0,0,1,4.396278107403004,0,38320.19634498799,0.0004066378155621742
22,250,-508.43955395928356,0,0,1,3.7199360915220825,217,36391.60298341888,-0.0014083806172617472
23,271,-517.8734660632618,0,0,1,1.7704740007158881,271,32856.713464804736,-0.0012816850076853316
24,312,-490.68970229030606,0,0,1,3.041617286366037,231,36595.02708671903,0.008315968436232224
25,273,-508.6018449241765,0,0,1,1.6777238885222676,273,32018.781975493053,0.005738650077394727
26,282,-498.5577780748195,0,0,1,2.659557516930694,282,34257.32596799612,0.005969007045885472
27,289,-495.05928492211126,0,0,1,2.791678294611261,289,34941.92989412364,0.00715667984514411
28,270,-504.96326798528185,0,0,1,2.113843266623814,270,29281.55311830715,0.004826727813392253
29,300,-491.45441296939487,0,0,1,3.2805523431128987,182,34004.39331964381,0.007961705029557585
30,635,-507.9574685298348,0,0,1,1.749227593219778,635,31981.44942758546,0.005196441079255353
31,267,-501.86765803350204,0,0,1,1.407690888504517,267,29787.73904079424,0.01096460349823589
32,264,-495.72225228166326,0,0,1,2.0574838449645148,264,28868.855149461255,0.008943752117540319
33,217,-503.06129822161097,0,0,1,2.6460341174320243,217,34764.95217650178,0.003366714794784831
34,242,-500.69871291039374,0,0,1,2.406133115642016,242,31850.95174811022,0.006737066260060695
35,228,-494.0036148192552,0,0,1,3.7313513178588456,96,33364.9579776034,0.005772054323929916
36,204,-498.4444823525343,0,0,1,2.912199436289924,204,34816.68701222665,0.006391963006766281
37,266,-506.8441600574694,0,0,1,1.5843684938130527,266,28557.045277217963,0.008434473452403082
38,282,-502.0843460827337,0,0,1,1.8040118337604307,282,28958.445171147378,0.00975305646323395
39,225,-499.0110619781757,0,0,1,2.605858040816036,225,32417.772982262617,0.006838430900589884
40,260,-490.01887680160337,0,0,1,3.100980517594224,130,32305.714535003513,0.012890191559316849
41,232,-497.16529968838285,0,0,1,1.893481559819801,232,29682.42238969433,0.01173842918140547
42,248,-494.2069302155915,0,0,1,2.0079183695935274,248,29683.184749132084,0.013760202360172743
43,251,-498.13312749406174,0,0,1,1.4804557501978517,251,26273.71541831238,0.014994681610087999
44,272,-496.3807929457859,0,0,1,1.643188868999284,272,29521.40206319874,0.013853191415481312
45,345,-498.9422646398576,0,0,1,1.223245902346515,345,24737.572809981022,0.0157869064633983
46,565,-501.64775371571045,0,0,1,4.096925024362561,0,37032.28179587627,0.004056637577233292
47,892,-495.4975716463828,0,0,1,1.3631331389566093,770,25256.365498480453,0.01024726824588045
48,2175,-555.8038070672947,0,0,1,2.3993138605663162,2175,26582.584938604996,0.002322973539403271
49,1457,-564.3226003846381,0,0,1,2.783949908656636,1190,41723.52516956565,-0.0015539122819042317
50,1854,-599.5001238207607,0,0,1,2.1572734747292275,1854,33983.02552719361,-7.885859557421349e-05
51,2233,-560.7838934778061,0,0,1,2.5668372813389917,2177,31549.881326035073,0.0011194924509624696
52,2261,-550.9505856805397,0,0,1,2.308553269128311,2198,27049.347656112262,0.002578912523089281
53,2249,-573.8015913339458,0,0,1,1.9716841533492597,2249,28347.030795816285,0.003138414262599331
54,1410,-516.8693049855196,0,0,1,1.57120361677669,1382,25251.00086022016,0.005388392436251631
55,696,-515.3390539902413,0,0,1,1.6450472002069287,696,30414.529770542056,0.005133001305204575
56,1350,-558.3392868537101,0,0,1,1.1472870641531467,1350,29247.99836470604,0.004839959781769939
57,1318,-520.3435346668593,0,0,1,1.8479633086199665,1318,26152.93941112479,0.004648630641981806
58,1315,-563.5653014014847,0,0,1,1.6916038796585053,1315,25135.36710255294,0.00371735312023511
59,1833,-509.0183354653904,0,0,1,2.3495996664640706,1564,27983.944283059864,0.0049159634229960164
60,2027,-581.1425630677298,0,0,1,1.9536073512048289,1806,27379.532977166757,0.003774711333940454
61,2353,-666.1253995711521,0,0,1,1.3318109403727716,2353,29357.81694171629,0.0010514275518134807
62,1032,-524.6631358378456,0,1,0,0.9998478236316278,1032,25356.50179014181,0.007279482763298156
63,808,-522.666913751613,0,1,0,0.9996779269504145,808,28093.933003080656,0.007070592474081663
64,2440,-643.8897155307549,0,1,0,0.9992359081163733,2440,26108.55982049173,0.0035001808470932518
65,2257,-602.7818549995384,0,1,0,0.9987734817875701,2257,28811.264012955045,0.004642448489141486
66,2329,-539.1518749495815,0,0,1,2.621882936552335,2124,28434.59437326127,0.003895447308923011
67,2084,-532.7209793466571,0,0,1,2.222008180168265,1969,28544.669388457372,0.004528189701886262
68,2212,-518.2505513699241,0,0,1,3.3766455465310052,1945,31991.775359815147,0.003221832879385775
69,902,-517.2090176900692,0,1,0,0.9991580386378011,902,29826.798467095367,0.007960224056495822
70,3100,-631.5647007022394,0,0,1,1.872831634471141,2850,30671.698219167774,4.205255507056137e-05
71,3999,-85.59996126652153,0,0,0,2.5203449464907908,1249,31578.228074953284,0.0004193582867707424
72,1146,-551.41258797898,0,1,0,0.9997490847787155,1146,28068.875384996303,0.008592852895376956
73,542,-502.3706269050629,0,1,0,0.9976824681707354,542,32454.213481652547,0.01239248916286674
74,1091,-522.3979492347827,0,1,0,0.9997515661163441,1091,28983.184380415674,0.00847338932741124
75,1066,-533.1894096508493,0,1,0,0.9998975902666879,1066,30586.50263272617,0.006089437936646808
76,2183,-615.4375663038926,0,0,1,1.8843216037958972,2183,28826.547123985307,0.001260697767559822
77,784,-529.8019634700111,0,1,0,0.9993042797640532,784,24788.309985660388,0.008377513214780547
78,1862,-579.7704543460427,0,0,1,1.530839797153767,1862,27162.795664269554,0.005010256030815235
79,2826,-538.9825215496127,0,0,1,3.1214716384382624,2761,32450.59305997668,0.002602651066977898
80,1264,-570.5340716421093,0,1,0,0.9986401496250525,1264,27940.314259837458,0.004907461869379084
81,1435,-536.9812715563406,0,0,1,2.3894686594707117,1435,30528.807158968535,0.0015554149513081611
82,341,-508.1172759045791,0,0,1,2.2942883392170916,341,30005.71430328328,0.004401393628031899
83,2301,-514.170446188608,0,0,1,2.8123791386223345,1978,30736.239606537914,0.0033187435559750623
84,2220,-538.8304246558188,0,0,1,2.50870131995016,2206,32557.378626219044,0.0030325628260781906
85,1436,-592.3329694123809,0,1,0,0.9991205935385677,1436,26400.69417195146,0.004123851212962105
86,2267,-546.6434441247677,0,0,1,1.595470932460852,1955,30282.819209433383,0.004211889665235894
87,2361,-621.8686983762245,0,0,1,1.307310227809071,2361,25381.059898567495,0.002859040111581791
88,3954,-588.213496670253,0,0,1,1.1913261471841952,3670,18590.542586931006,0.004473077661142028
89,1104,-530.506669779304,0,1,0,0.998892983587427,1104,23574.79531704016,0.006862979932420082
90,1093,-516.9439850888994,0,1,0,0.9982280093446495,1093,26407.4690640415,0.006629899062208883
91,878,-517.9149262529883,0,1,0,0.998806946135461,878,26010.01284329427,0.007147158165214391
92,1173,-506.11922095404077,0,1,0,0.9995425200701107,1173,27867.884934049685,0.0070176348653317715
93,1029,-503.45564728705233,0,1,0,0.9994952510307828,1029,21938.923466575,0.009246809249806403
94,1396,-506.43533621573306,0,1,0,0.9986237632723494,1396,28505.363410183505,0.006708636995259904
95,620,-510.52538969725737,0,1,0,0.9997189638356748,620,28086.78272271009,0.0076117901813533015
96,1614,-503.2629146059439,0,1,0,0.9999851341712318,1484,21005.337188676745,0.008698973322769074
97,1446,-486.58929737213975,0,1,0,0.9995002337946022,1255,23503.750223274466,0.008983005036253431
98,1279,-495.4748239484591,0,1,0,0.9997429277154026,1272,27548.337515708154,0.008209655855053134
99,1965,-573.8906287009831,0,1,0,0.9990808473377017,1965,19509.07971202489,0.00582543332201553
100,1290,-510.13985195778656,0,1,0,0.9998773354833908,1278,23139.689716544974,0.007518568387513354
101,998,-501.4406349925109,0,1,0,0.9981952601873756,998,30201.407864048426,0.00781023791722092
102,1179,-492.0608819728915,0,1,0,0.9998116056127893,1140,27949.904727419464,0.008170400344541593
103,1534,-556.0692722692481,0,0,1,1.219967742194242,1534,27323.328105604873,0.00570860153724715
104,697,-513.5360640980094,0,1,0,0.9977490202344883,697,30387.93690168857,0.01110254756141615
105,1178,-582.5322728319563,0,0,1,1.030717917144226,1178,31978.33867511584,0.0011329734791960516
106,2144,-637.0086644849063,0,0,1,1.2526395792924108,2144,33424.47189527356,-0.0003717505560338141
107,3999,-279.14629858259525,0,0,0,1.3043504143270326,3999,28125.306578634674,0.0006582914849309473
108,1968,-559.5679242956282,0,1,0,0.9994987965774682,1968,21890.88032561596,0.007003253074637308
109,2007,-526.4121031836602,0,0,1,2.8576572002397165,1866,30583.4957723276,0.0030130622399013192
110,1066,-514.8498423645251,0,1,0,0.9999865651116148,1066,31201.64170058592,0.007282578929849309
111,755,-481.66317200509786,0,0,1,2.377607892353727,624,33984.20028786095,0.007348425319640959
112,770,-526.0366474756379,0,1,0,0.9993217840017388,770,26929.480118379895,0.005940542193902744
113,1049,-541.9299733155812,0,1,0,0.9984301253316856,1049,26726.53433249979,0.0057128153079398745
114,1698,-502.2753560180266,0,1,0,0.9971716005481399,1526,25350.269741468255,0.006486820272761952
115,1061,-530.9442123294734,0,1,0,0.9995902665525153,1061,29082.535509472164,0.006255204929072424
116,1552,-491.546015408461,0,0,1,1.269324041886236,1338,26006.897639148665,0.006061305296484984
117,745,-481.75575835855636,0,0,1,2.7829889948784854,447,31989.47730215226,0.008092020608435065
118,1075,-518.0509211320983,0,0,1,1.7058425235597108,1075,27153.41367139752,0.006904786577921975
119,833,-517.2648871725145,0,1,0,0.9979221682064154,833,25272.097595072224,0.010775399486485957
120,2042,-547.8197852236207,0,0,1,1.9173729297360393,1817,30154.619586488436,0.003935503193947875
121,1793,-599.1562225284893,0,0,1,1.1873188646104411,1793,29246.73117646057,0.003982730793674176
122,1153,-543.5319362130715,0,0,1,1.2292379571998588,1153,26745.6209357116,0.005185229605016009
123,2369,-554.3692712842644,0,0,1,2.160103148987063,1824,32177.73624184601,0.0024861140386653858
124,2169,-554.427348329946,0,0,1,2.2825235937570594,1800,30776.652411357747,0.0027089479927220133
125,2358,-555.2091083829473,0,0,1,2.1201698503834714,1952,30774.711059899266,0.0033986358792109793
126,1717,-588.5688944198465,0,0,1,1.6109267207773843,1717,29183.77617283636,0.002013897084826248
127,2295,-630.5495367101942,0,0,1,1.5477471448183457,2295,32693.816430954153,0.0013768660598869268
128,1924,-649.3860457196253,0,0,1,1.2014409239015358,1924,32349.969210171577,-0.0001510742345654831
129,1996,-608.8414253478952,0,0,1,1.3769279149836278,1996,29828.310737253338,0.0021101170424519954
130,1750,-597.5976163870569,0,0,1,1.2670838091191117,1750,29829.995282556978,0.0014674622463134934
131,3416,-714.2290075178134,0,0,1,1.0842981190505196,3416,32951.04692968996,0.0010187229443833596
132,2741,-697.3929525694584,0,0,1,1.3580267600734388,2741,26480.30100776197,0.001353945154986758
133,1184,-515.0032018713147,0,1,0,0.9996112433579665,1184,29914.471372612603,0.006551084077063599
134,2498,-589.2494001395818,0,0,1,1.25265851747627,2123,24660.96510882273,0.0046751678988426
135,1039,-518.7763618655365,0,1,0,0.9989311708920399,1039,25710.2598734781,0.007238211553824255
136,1619,-545.0172366169044,0,1,0,0.9982662722414006,1619,26028.03803737496,0.007153109350770091
137,1280,-513.7995632852903,0,1,0,0.9995332814976085,1280,23557.202381307066,0.007168550571079527
138,1859,-571.3216554657319,0,1,0,0.9996819096728483,1859,24377.202024570284,0.006535484757680008
139,3999,-175.79894527745728,0,0,0,1.2670608373564272,3999,18471.037887950937,0.003518352490860525
140,1445,-515.5624651161247,0,1,0,0.9990095629201616,1274,28534.64246083701,0.007867377502144278
141,1985,-539.750553122185,0,1,0,0.9978602970468302,1985,17093.936338488165,0.006643785107169304
142,1207,-496.9024144407334,0,1,0,0.9989330332878645,1207,29530.727650149816,0.007485365173054545
143,1178,-505.09194101408787,0,1,0,0.9997808616501382,1178,24531.590274871098,0.007059565401621703
144,1372,-521.8064934929982,0,1,0,0.9999648148406527,1372,26425.790223723136,0.00625677431903546
145,972,-520.6458557774273,0,1,0,0.9997801427753366,972,31017.05959680729,0.006465477401189811
146,2282,-656.7044467322198,0,1,0,0.9999939926432796,2282,23778.363785927235,0.004344817382831563
147,1636,-581.4737507794508,0,1,0,0.9964057280039033,1636,21161.352783936713,0.005549863933789665
148,1535,-581.9463170554928,0,1,0,0.9979497731539543,1535,29530.01196324578,0.0036511883333871105
149,1051,-519.6060524521133,0,1,0,0.9990723176716021,1051,25093.783447000078,0.0070516303663223775
150,1787,-487.587101862046,0,1,0,0.9983524795641804,1353,25403.34240120392,0.0074583944993115575
151,1495,-507.7007514860814,0,1,0,0.9999014251216111,1440,27720.40700319663,0.006760293461958057
152,3094,-684.7641906178455,0,1,0,0.9916205369286861,3094,12513.67325450402,0.006723896478009986
153,720,-510.5620381818508,0,0,1,4.094325673485452,0,36012.782171069084,0.0027583710170581656
154,961,-506.6641527871948,0,1,0,0.9996052557836659,961,25697.45628111341,0.008018358327757253
155,2565,-607.3212603652685,0,1,0,0.9922631684317585,2565,18396.16336340348,0.006247176551726052
156,2609,-543.1877310996598,0,1,0,0.9996979094342042,2182,23185.982544152106,0.006111117524529394
157,1857,-514.3134794609197,0,0,1,1.6674138025861613,1056,25859.826698117668,0.004887657247993978
158,892,-513.1226451128597,0,1,0,0.9976611662077737,892,27076.230838305506,0.006753988937897599
159,865,-511.66903034276675,0,1,0,0.998744970707552,865,32019.863397111738,0.007154881339198136
160,2417,-602.3216066069299,0,1,0,0.9994140139782333,2413,16497.87431768174,0.00688078951610017
161,1057,-502.6664528114681,0,1,0,0.9996930109502153,1057,26773.861899916752,0.007622910620686266
162,1174,-498.8546252703113,0,1,0,0.9998442311707684,1174,28102.788546070773,0.007734635192635959
163,1168,-502.1371171502301,0,1,0,0.9982213728626433,1168,31003.119767116314,0.007603623302835317
164,1019,-512.4445351313854,0,1,0,0.9997631733767054,1019,21962.673940491495,0.008394474666576465
165,1388,-499.9942364988116,0,1,0,0.9991141229014617,1334,29288.963446110363,0.0074041684119753315
166,1758,-551.2033230065009,0,0,1,1.0744068143157037,1536,27878.905813935195,0.0065636601497433555
167,1307,-523.5784331057458,0,1,0,0.9997995172210004,1307,29316.10060650417,0.006293611311050388
168,922,-517.74957466952,0,1,0,0.9996314674692605,922,28392.77386121876,0.006673045509023615
169,1215,-512.7803830983929,0,1,0,0.9994431895086607,1215,26023.6538010894,0.006614980906228442
170,918,-514.4416324379321,0,1,0,0.9996910943231911,918,30398.432117733682,0.007142788715785001
171,791,-518.1907919592668,0,1,0,0.9991189588467746,791,27630.398222183438,0.006797686922684245
172,1374,-493.1351006814827,0,1,0,0.9995888274330209,1302,28669.6030169154,0.008046679259181594
173,894,-512.9109019698552,0,1,0,0.9998042059057788,894,31658.205648589214,0.007167107213412862
174,679,-518.2508960119748,0,1,0,0.9989497390464489,679,26119.81138688415,0.0068587922436071916
175,802,-515.7902262179863,0,1,0,0.9988920126698984,802,28962.674364470735,0.006874007579136817
176,833,-516.1277731311993,0,1,0,0.9998430903553513,833,29640.62216645813,0.0067527070839673775
177,1031,-503.7693490622587,0,1,0,0.998724639191367,1031,27868.370329774243,0.009751143544677666
178,1001,-507.59687504395635,0,1,0,0.9981107211532333,1001,24780.42565235338,0.009001960548942268
179,1954,-579.2067812639325,0,1,0,0.9991577193036159,1954,20286.698869890944,0.006299650232885544
180,1685,-520.4304764618581,0,1,0,0.9997012091779302,1647,25376.865371311836,0.0077114682274539385
181,677,-514.746247827624,0,1,0,0.999106573278007,677,27436.576306586827,0.006992012164185229
182,1784,-515.9780009731089,0,1,0,0.9996137988503274,1591,25491.379257697783,0.0064722181900440596
183,1038,-508.71498788827233,0,1,0,0.9999870912881427,1038,22555.732599545416,0.0072369442566294255
184,1098,-507.7655501442109,0,1,0,0.9988857857825195,1098,22949.78352792644,0.00716476362823351
185,1306,-501.9692561070968,0,1,0,0.9985816387718713,1304,26451.92376875849,0.0073162350789904
186,1738,-490.4865506317531,0,1,0,0.9995810754938353,1363,24818.837407372936,0.007224232452764102
187,865,-518.8313339097243,0,1,0,0.9998753006069963,865,25715.689824412973,0.006814950532701713
188,3999,-252.7403302527985,0,0,0,1.1128468022563405,3999,16518.177878875376,0.004140096257027787
189,2255,-615.2837404543081,0,1,0,0.9941239090150433,2255,12360.990539197272,0.008566099396356108
190,1678,-554.0872201606193,0,0,1,1.0881833926960498,1505,28350.338140001182,0.0061224600371933835
191,1435,-516.920861780876,0,1,0,0.9998486111238042,1371,23205.30752644063,0.007072338500680135
192,1635,-553.7109571897404,0,1,0,0.999456331816257,1635,17158.759460071185,0.008293052679383427
193,990,-518.1429057573472,0,1,0,0.999266015729224,990,26082.584675597383,0.007239594302913338
194,1151,-508.39391526061115,0,1,0,0.9991271220775815,1151,22567.395029787956,0.008287294431780869
195,1956,-522.7823701312333,0,0,1,3.79626579014774,637,32735.745224847054,0.0015567873199425373
196,3999,-176.43010091301332,0,0,0,1.0490480802722741,3974,15675.842841385762,0.004985405206301249
197,1594,-514.3553324644747,0,0,1,1.2984735275510442,1396,25950.620754968262,0.006103172339703314
198,988,-515.1486866146143,0,1,0,0.9999081414924369,988,29731.936502676363,0.008254403030766926
199,2192,-492.7968370363107,0,0,1,1.4249564502802112,1642,26859.842729251937,0.005830073971247656
200,1840,-496.6443125879394,0,1,0,0.9999831457325447,1338,25845.13347217412,0.0071797966032865436
201,1183,-532.751783476556,0,1,0,0.9994234894171135,1183,27697.70964134354,0.006639952112324348
202,1395,-562.0067633492528,0,1,0,0.9992526784108199,1395,30532.099333057056,0.004194604393033271
203,1470,-560.1539015253722,0,1,0,0.9985845867458183,1470,27295.03059393797,0.005732288386770169
204,1492,-508.1872375677599,0,1,0,0.9996180047883496,1412,26719.018149745425,0.007308021808036934
205,3999,-201.44459646503267,0,0,0,1.1936704269945126,3999,12317.599747060896,0.006558357189530253
206,3999,-116.7453233734928,0,0,0,1.4745539376167947,2906,5873.41085275208,0.006295834490328644
207,3537,-666.8910185305019,0,1,0,0.9998084322437711,3164,10398.158154650728,0.006151638168694534
208,1370,-527.9650269225754,0,1,0,0.9995889416426543,1370,22548.951235294797,0.006172926633645708
209,1274,-560.9689184817413,0,1,0,0.9984094838991209,1274,21786.12739693967,0.007134838308566183
210,3999,-149.15158340937825,0,0,0,1.0352284631386424,2991,8771.729519783092,0.005635732629390347
211,2816,-603.376621195703,0,1,0,0.9970844859213993,2816,7409.430017994459,0.0098359774377818
212,900,-508.60896306367215,0,1,0,0.9997718769048997,900,26328.412601485663,0.00910257111760801
213,3397,920.3647449311386,1,0,0,1.0632802291388042,3213,1492.5013867254613,0.011261676761729095
214,1149,-502.7987615101825,0,1,0,0.9991484761269565,1129,28888.940059061457,0.008787597543480408
215,744,-516.2665278919753,0,1,0,0.9989871699137551,744,27750.77332572899,0.008587386037063632
216,2007,-539.0940069339374,0,1,0,0.998863435601511,1822,21946.296503000976,0.008419383201130958
217,1415,-540.3598391059833,0,1,0,0.9983859373665702,1415,24645.073382328494,0.007853395011979219
218,1173,-526.699736391258,0,1,0,0.9999562780879987,1173,23570.322921363368,0.00837909058114043
219,1414,-585.7501893806008,0,0,1,1.2688619737959652,1414,32971.34892642055,0.004034306200354
220,1421,-599.1205876598893,0,0,1,1.1792842131440302,1421,29569.488584309096,0.0031272825263239648
221,1344,-608.7472577308359,0,0,1,1.005407038413069,1344,27070.226765131032,0.003251685091996184
222,1800,-555.6287631652833,0,0,1,1.4162009097909127,1762,29284.637301649822,0.004295191411002695
223,1813,-552.0692241109932,0,0,1,1.6760716406601202,1811,29783.941808538642,0.0042725622917805395
224,3999,-143.51873333774046,0,0,0,1.2277697318680778,3933,7271.729648680209,0.007710881345822721
225,3999,-176.900806747369,0,0,0,1.1208962744861473,3999,2871.2807120002485,0.007311711005525462
226,3999,-117.15090100574363,0,0,0,1.2663765197686059,3861,10249.785104890549,0.005947978624530447
227,1165,-515.0971356688265,0,0,1,1.66460447859745,994,30495.789647896625,0.005401641502316217
228,1449,-484.3162068723687,0,0,1,2.0395712226837652,805,28817.842081667965,0.006778107178754433
229,743,-517.7353719670649,0,1,0,0.9996478104216466,743,26036.567139773557,0.008769977923282294
230,2131,-525.8718402692182,0,0,1,1.8536757953749727,2067,29651.04089050093,0.004092018770697074
231,1501,-546.4072666744271,0,0,1,1.2909628723675828,1501,28622.989415274194,0.0054774377268236914
232,2174,-523.9664956751461,0,0,1,1.5607951790605998,1895,26148.266890932147,0.005560045413513664
233,242,-497.3876165552257,0,0,1,3.959513640836965,46,35342.20429675281,0.007321887953050799
234,1028,-506.94577734526956,0,1,0,0.9990019480501746,1028,23364.758522123,0.007388311994657317
235,1870,-542.0978339361783,0,0,1,1.2489543190544459,1757,28014.773619074655,0.0056984007969722765
236,1464,-554.3441358231144,0,1,0,0.9998130202500092,1464,25547.615829226634,0.0066993409242435365
237,899,-512.55456811039,0,1,0,0.9995660844475713,899,27094.694742848555,0.008477653473399176
238,1486,-532.4532235904283,0,1,0,0.9997481196767012,1450,27903.784682629845,0.00657936297141472
239,1951,-530.6553932833158,0,0,1,1.533805355106791,1697,27940.354557659786,0.0057582682224262905
240,2430,-590.4636866160923,0,0,1,1.1929316028769548,2004,24148.749686492214,0.005770659963572346
241,2041,-622.9735626747091,0,0,1,1.0835188684628017,2041,28375.33126682148,0.005575347351346394
242,1845,-594.4194985922377,0,1,0,0.9996479975282091,1845,21854.572495575296,0.005768900547176059
243,1130,-575.3260250997171,0,1,0,0.9995251731942973,1130,24216.006263304065,0.005318328295147198
244,575,-527.0280190248099,0,1,0,0.9995179774646206,575,28833.520449531734,0.009204753925103329
245,1410,-567.2975726560852,0,0,1,1.6114891943770215,1410,29511.958550237403,0.00240050622583337
246,2075,-597.3876654546729,0,0,1,1.2808462051650016,2022,19816.568046100885,0.007707881448838668
247,2947,-584.297793083486,0,0,1,2.4244166842403394,2947,29503.992993778313,0.0015091278883667216
248,923,-531.9611764792385,0,1,0,0.9984559627023419,923,24663.69316377346,0.006831430823729716
249,929,-521.2529356214748,0,1,0,0.9992056240396688,929,27339.640943174323,0.00929074913533688
